count	geneid	symbol	name	chr	orientation	start	end
9	4107	MAGEA8	melanoma antigen family A, 8	X	+	149881140	149885834
12	10799	RPP40	ribonuclease P/MRP 40kDa subunit	6	-	4992413	5004062
41	51776	ZAK	-	2	+	173075836	173268008
20	157313	CDCA2	cell division cycle associated 2	8	+	25458573	25511307
5	118490	MSS51	MSS51 mitochondrial translational activator	10	-	73423578	73433560
6	113402	SFT2D1	SFT2 domain containing 1	6	-	166319727	166342605
72	1773	DNASE1	deoxyribonuclease I	16	+	3611744	3662874
7	100033817	SNORD115-43	small nucleolar RNA, C/D box 115-43	15	+	25249197	25249278
2	729665	CCDC175	coiled-coil domain containing 175	14	-	59505066	59582113
1	729092	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	10	-	73674274	73697795
1	100189176	TRN-GTT2-5	transfer RNA-Asn (GTT) 2-5	17	-	38751780	38751853
1	653437	AQP12B	aquaporin 12B	2	-	240676415	240685767
9	3883	KRT33A	keratin 33A	17	-	41345704	41350811
187	952	CD38	CD38 molecule	4	+	15778297	15849082
3	441931	VN1R17P	vomeronasal 1 receptor 17 pseudogene	1	-	247237223	247237849
1	83867	TTTY12	testis-specific transcript, Y-linked 12 (non-protein coding)	Y	+	7804923	7810682
16	55219	TMEM57	transmembrane protein 57	1	+	25430857	25500208
15	57799	RAB40C	RAB40C, member RAS oncogene family	16	+	589356	629272
8	389289	ANXA2R	annexin A2 receptor	5	-	43039079	43040344
1	100506122	LOC100506122	-	4	+	171040601	171059159
21	83732	RIOK1	RIO kinase 1	6	+	7389418	7418036
238	1555	CYP2B6	cytochrome P450, family 2, subfamily B, polypeptide 6	19	+	40991228	41018397
1	646660	RPS20P26	ribosomal protein S20 pseudogene 26	11	-	47191145	47191655
4	83982	IFI27L2	interferon, alpha-inducible protein 27-like 2	14	-	94127780	94129619
11	283464	GXYLT1	glucoside xylosyltransferase 1	12	-	42081844	42144870
778	5879	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	7	+	6374494	6403966
2	100302211	MIR1203	microRNA 1203	17	-	48156426	48156510
23	79921	TCEAL4	transcription elongation factor A (SII)-like 4	X	+	103576230	103587735
6	55026	TMEM255A	transmembrane protein 255A	X	-	120251001	120311555
1	729723	DNAJC27-AS1	DNAJC27 antisense RNA 1	2	+	24972111	25039693
25	33	ACADL	acyl-CoA dehydrogenase, long chain	2	-	210187989	210225490
11	160418	TMTC3	transmembrane and tetratricopeptide repeat containing 3	12	+	88142295	88199886
1	100147747	RNU7-4P	RNA, U7 small nuclear 4 pseudogene	12	+	68911920	68911979
9	148479	PHF13	PHD finger protein 13	1	+	6613695	6624032
46	762	CA4	carbonic anhydrase IV	17	+	60149940	60159545
68	10016	PDCD6	programmed cell death 6	5	+	271620	314973
13	54503	ZDHHC13	zinc finger, DHHC-type containing 13	11	+	19117098	19176419
23	79868	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit	X	+	111680741	111764163
2	101927151	LOC101927151	-	19	+	27793466	27806781
6	284440	LINC00663	long intergenic non-protein coding RNA 663	19	-	19756370	19776412
12	9422	ZNF264	zinc finger protein 264	19	+	57191478	57222845
1	100271647	RPL36AP47	ribosomal protein L36a pseudogene 47	17	+	62319879	62320253
3	100033427	SNORD116-15	small nucleolar RNA, C/D box 116-15	15	+	25081285	25081378
13	151556	GPR155	G protein-coupled receptor 155	2	-	174431570	174487087
49	2639	GCDH	glutaryl-CoA dehydrogenase	19	+	12891128	12914629
13	10126	DNAL4	dynein, axonemal, light chain 4	22	-	38778507	38794155
1	337983	KRTAP19-10P	keratin associated protein 19-10, pseudogene	21	-	30514579	30514830
39	56252	YLPM1	YLP motif containing 1	14	+	74763321	74837309
120	9656	MDC1	mediator of DNA-damage checkpoint 1	6	-	30699806	30717965
292	3592	IL12A	interleukin 12A	3	+	159988835	159996018
1	100189042	TRA-AGC6-1	transfer RNA-Ala (AGC) 6-1	6	-	28812071	28812142
2	283332	LOC283332	-	12	-	49908881	49911862
146	7297	TYK2	tyrosine kinase 2	19	-	10350527	10380571
5	353332	KRTAP12-1	keratin associated protein 12-1	21	-	44681575	44682162
162	6418	SET	SET nuclear proto-oncogene	9	+	128683431	128696395
52	7841	MOGS	mannosyl-oligosaccharide glucosidase	2	-	74461056	74465409
197	5727	PTCH1	patched 1	9	-	95442981	95516964
45	58513	EPS15L1	epidermal growth factor receptor pathway substrate 15-like 1	19	-	16355243	16472011
1263	675	BRCA2	breast cancer 2, early onset	13	+	32314861	32399849
6	54621	VSIG10	V-set and immunoglobulin domain containing 10	12	-	118063592	118104004
5	388228	SBK1	SH3 domain binding kinase 1	16	+	28258702	28323848
32	7942	TFEB	transcription factor EB	6	-	41683977	41736258
2	102465431	MIR6722	microRNA 6722	9	-	136746892	136746969
42	56648	EIF5A2	eukaryotic translation initiation factor 5A2	3	-	170888414	170908636
2	102466162	MIR548AZ	microRNA 548az	8	+	119325170	119325264
2	100130987	LOC100130987	-	11	+	67317838	67391686
2	100847076	MIR5580	microRNA 5580	14	-	53948426	53948483
2	28822	IGLV1-47	immunoglobulin lambda variable 1-47	22	+	22357794	22358261
162	5423	POLB	polymerase (DNA directed), beta	8	+	42338454	42371812
34	64131	XYLT1	xylosyltransferase I	16	-	17102323	17470880
3	100500900	MIR3691	microRNA 3691	6	-	5148232	5148321
11	284656	EPHA10	EPH receptor A10	1	-	37713885	37765151
17	343641	TGM6	transglutaminase 6	20	+	2380907	2432752
35	2912	GRM2	glutamate receptor, metabotropic 2	3	+	51707032	51718615
2	100313780	MIR2278	microRNA 2278	9	+	94809961	94810056
1	101928857	CTD-3080P12.3	-	5	-	1173095	1178604
13	79685	SAP30L	SAP30-like	5	+	154445956	154461052
2	100287102	DDX11L1	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 like 1	1	+	11873	14408
45	9672	SDC3	syndecan 3	1	-	30869465	30909734
2	100616281	MIR4788	microRNA 4788	3	+	134437826	134437905
63	6046	BRD2	bromodomain containing 2	6	+	32966704	32972248
74	23532	PRAME	preferentially expressed antigen in melanoma	22	-	22547695	22559360
1	100132061	RPL9P14	ribosomal protein L9 pseudogene 14	2	-	208031290	208031991
20	2825	GPR1	G protein-coupled receptor 1	2	-	206175315	206218046
24	8723	SNX4	sorting nexin 4	3	-	125446643	125520213
3	257101	ZNF683	zinc finger protein 683	1	-	26361631	26374532
3	161247	FITM1	fat storage-inducing transmembrane protein 1	14	+	24131465	24132848
6	79006	METRN	meteorin, glial cell differentiation regulator	16	+	715172	717479
213	572	BAD	BCL2-associated agonist of cell death	11	-	64269827	64284703
276	3240	HP	haptoglobin	16	+	72054608	72061055
25	79719	AAGAB	alpha- and gamma-adaptin binding protein	15	-	67200674	67255197
29	55342	STRBP	spermatid perinuclear RNA binding protein	9	-	123109493	123268575
5	100131213	ZNF503-AS2	ZNF503 antisense RNA 2	10	+	75401527	75408981
32	94233	OPN4	opsin 4	10	+	86654556	86666459
27	3859	KRT12	keratin 12	17	-	40861177	40867209
1	100271438	RPL21P110	ribosomal protein L21 pseudogene 110	13	+	72703652	72704169
3	2761	GM2AP1	GM2 ganglioside activator pseudogene 1	3	+	145684488	145688497
2	28672	TRAV12-3	T cell receptor alpha variable 12-3	14	+	21965506	21966060
5	56901	NDUFA4L2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2	12	-	57234902	57240761
69	9308	CD83	CD83 molecule	6	+	14117255	14136917
11	100126333	MIR708	microRNA 708	11	-	79402021	79402108
23	112464	PRKCDBP	protein kinase C, delta binding protein	11	-	6318945	6320509
19	54935	DUSP23	dual specificity phosphatase 23	1	+	159780939	159782542
9	9884	LRRC37A	leucine rich repeat containing 37A	17	+	46239318	46337793
365	213	ALB	albumin	4	+	73404254	73421411
9	29104	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)	21	-	28872190	28885372
14	81894	SLC25A28	solute carrier family 25 (mitochondrial iron transporter), member 28	10	-	99610517	99659338
10	6534	SLC6A7	solute carrier family 6 (neurotransmitter transporter), member 7	5	+	150189956	150211071
1	284344	LOC284344	-	19	-	43211790	43248645
1	442242	RPL7P28	ribosomal protein L7 pseudogene 28	6	-	109327174	109327892
1	100271572	RPS26P46	ribosomal protein S26 pseudogene 46	12	-	13021264	13021602
16	26953	RANBP6	RAN binding protein 6	9	-	6011018	6015639
195	5245	PHB	prohibitin	17	-	49404047	49414904
1	28718	TRAJ37	T cell receptor alpha joining 37	14	+	22503749	22503810
556	4314	MMP3	matrix metallopeptidase 3 (stromelysin 1, progelatinase)	11	-	102835796	102843610
3	392465	GLOD5	glyoxalase domain containing 5	X	+	48761705	48773647
181	100133941	CD24	CD24 molecule	6	-	106969830	106976854
1	101929284	LOC101929284	-	5	+	8839731	8881524
25	23199	GSE1	Gse1 coiled-coil protein	16	+	85170002	85676205
74	6201	RPS7	ribosomal protein S7	2	+	3575262	3580918
4	401884	MGC57346	-	17	+	45620328	45637962
2	102464835	MIR6087	microRNA 6087	X	+	109054541	109054589
93	5313	PKLR	pyruvate kinase, liver and RBC	1	-	155289292	155308708
3	196549	EEF1DP3	eukaryotic translation elongation factor 1 delta pseudogene 3	13	+	31846782	31959583
24	65080	MRPL44	mitochondrial ribosomal protein L44	2	+	223950889	223967713
1	643992	RPS2P26	ribosomal protein S2 pseudogene 26	5	-	115264330	115265036
22	406912	MIR125B2	microRNA 125b-2	21	+	16590236	16590324
16	79879	CCDC134	coiled-coil domain containing 134	22	+	41800621	41832163
15	5365	PLXNB3	plexin B3	X	+	153764195	153779345
2	642546	HK2P1	hexokinase 2 pseudogene 1	X	-	80569433	80575037
2	4503	MT2P1	metallothionein 2 pseudogene 1	4	+	68376250	68376664
2	28637	TRBD1	T cell receptor beta diversity 1	7	+	142786212	142786223
57	5141	PDE4A	phosphodiesterase 4A, cAMP-specific	19	+	10416772	10469630
19	10745	PHTF1	putative homeodomain transcription factor 1	1	-	113697201	113759891
2	360177	CYCSP24	cytochrome c, somatic pseudogene 24	9	+	94038029	94038344
1	103157000	PAUPAR	PAX6 upstream antisense RNA	11	+	31826566	31829302
14	84938	ATG4C	autophagy related 4C, cysteine peptidase	1	+	62784105	62865269
2	339988	LOC339988	-	4	-	6687791	6690728
2	8582	OR8B1P	olfactory receptor, family 8, subfamily B, member 1 pseudogene	11	-	124365418	124366390
28	80762	NDFIP1	Nedd4 family interacting protein 1	5	+	142108758	142154442
1	100289656	LOC100289656	-	15	+	28788242	28789391
3	401588	ZNF674-AS1	ZNF674 antisense RNA 1 (head to head)	X	+	46545489	46548474
2	102466103	MIR6075	microRNA 6075	5	-	1510761	1510855
1	101929337	LOC101929337	-	3	+	194247647	194257771
2	100288486	DDX11L9	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 like 9	15	-	101976557	101979092
24	54765	TRIM44	tripartite motif containing 44	11	+	35662691	35811052
1	100128890	FAM66B	family with sequence similarity 66, member B	8	-	7301610	7355353
21	58189	WFDC1	WAP four-disulfide core domain 1	16	+	84294705	84329850
244	890	CCNA2	cyclin A2	4	-	121816443	121823932
2	337973	KRTAP19-6	keratin associated protein 19-6	21	-	30541534	30541863
140	4040	LRP6	low density lipoprotein receptor-related protein 6	12	-	12116024	12267006
16	261729	STEAP2	STEAP family member 2, metalloreductase	7	+	90211685	90237677
22	115106	HAUS1	HAUS augmin-like complex, subunit 1	18	+	46104331	46128332
6	100526833	SEPT5-GP1BB	-	22	+	19717219	19724773
44	9868	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	3	-	100363458	100401397
41	29883	CNOT7	CCR4-NOT transcription complex, subunit 7	8	-	17226029	17246877
11	10712	FAM189B	family with sequence similarity 189, member B	1	-	155247204	155255482
23	54915	YTHDF1	YTH N(6)-methyladenosine RNA binding protein 1	20	-	63195428	63216185
2	100616222	MIR4487	microRNA 4487	11	+	47400969	47401041
8	23333	DPY19L1	dpy-19-like 1 (C. elegans)	7	-	34928878	35038040
1	100270994	RPL32P14	ribosomal protein L32 pseudogene 14	5	+	19041035	19041367
11	51307	FAM53C	family with sequence similarity 53, member C	5	+	138337534	138349728
14	3196	TLX2	T-cell leukemia homeobox 2	2	+	74514468	74517147
94	10747	MASP2	mannan-binding lectin serine peptidase 2	1	-	11026522	11047238
353	7534	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta	8	-	100918575	100954595
11	84749	USP30	ubiquitin specific peptidase 30	12	+	109023088	109088025
10	643836	ZFP62	ZFP62 zinc finger protein	5	-	180845337	180861285
1	286065	MAPK6PS4	mitogen-activated protein kinase 6 pseudogene 4	8	-	46971327	46975396
1	387361	USP9YP34	ubiquitin specific peptidase 9, Y-linked pseudogene 34	Y	+	17984248	17993386
8	125111	GJD3	gap junction protein, delta 3, 31.9kDa	17	-	40360651	40364692
5	100302135	MIR320C1	microRNA 320c-1	18	+	21683509	21683596
11	11328	FKBP9	FK506 binding protein 9, 63 kDa	7	+	32957403	33006930
9	342977	NANOS3	nanos homolog 3 (Drosophila)	19	+	13876405	13880756
10	117155	CATSPER2	cation channel, sperm associated 2	15	-	43630561	43648844
7	9081	PRY	PTPN13-like, Y-linked	Y	+	22484279	22515542
5	68	ACTBP8	actin, beta pseudogene 8	6	-	88275304	88277072
2	100500854	MIR3671	microRNA 3671	1	-	65057754	65057841
6	57184	FAM219B	family with sequence similarity 219, member B	15	-	74899986	74907306
1	102659353	THRIL	TNF and HNRNPL related immunoregulatory long non-coding RNA	12	-	125025442	125027422
14	29994	BAZ2B	bromodomain adjacent to zinc finger domain, 2B	2	-	159315311	159712438
4	146310	RNF151	ring finger protein 151	16	+	1966822	1968974
14	406975	MIR198	microRNA 198	3	-	120395667	120395728
26	6668	SP2	Sp2 transcription factor	17	+	47896053	47932270
8	25901	CCDC28A	coiled-coil domain containing 28A	6	+	138773519	138808326
2	7652	ZNF99	zinc finger protein 99	19	-	22752182	22784170
1	645713	RPS10P23	ribosomal protein S10 pseudogene 23	16	+	74552213	74552791
4	57210	SLC45A4	solute carrier family 45, member 4	8	-	141207165	141308309
1	5262	PHKG1P3	phosphorylase kinase, gamma 1 pseudogene 3	11	-	50246476	50247761
8	257068	PLCXD2	phosphatidylinositol-specific phospholipase C, X domain containing 2	3	+	111674675	111846446
1	100873899	HMGB3P14	high mobility group box 3 pseudogene 14	3	+	134170389	134171098
33	55576	STAB2	stabilin 2	12	+	103587254	103766728
44	55226	NAT10	N-acetyltransferase 10 (GCN5-related)	11	+	34105563	34151033
8	153572	IRX2	iroquois homeobox 2	5	-	2741862	2751654
6	26532	OR10H3	olfactory receptor, family 10, subfamily H, member 3	19	+	15741392	15742342
2	100379249	BOK-AS1	BOK antisense RNA 1	2	-	241544383	241559142
61	55660	PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	2	-	152651592	152717915
27	3324	HSP90AA2P	heat shock protein 90kDa alpha (cytosolic), class A member 2, pseudogene	11	-	27888170	27891091
2	100302286	MIR1267	microRNA 1267	13	-	107531170	107531247
15	4108	MAGEA9	melanoma antigen family A, 9	X	+	149781920	149787738
10	768211	RELL1	RELT-like 1	4	-	37588058	37686376
22	55799	CACNA2D3	calcium channel, voltage-dependent, alpha 2/delta subunit 3	3	+	54122592	55074556
1	28927	IGKV2-14	immunoglobulin kappa variable 2-14 (pseudogene)	2	-	89078018	89078783
99	1948	EFNB2	ephrin-B2	13	-	106489730	106535039
1	100189123	TRW-CCA1-1	transfer RNA-Trp (CCA) 1-1	17	-	8220868	8220939
1	504	ATP5A1P2	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 2	2	+	155269630	155270036
54	10553	HTATIP2	HIV-1 Tat interactive protein 2, 30kDa	11	+	20363684	20383782
17	7365	UGT2B10	UDP glucuronosyltransferase 2 family, polypeptide B10	4	+	68815992	68832016
3	101735302	STAG3L5P	stromal antigen 3-like 5 pseudogene	7	+	100336078	100341327
22	318	NUDT2	nudix (nucleoside diphosphate linked moiety X)-type motif 2	9	+	34329505	34343712
64	10254	STAM2	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	2	-	152116800	152175991
1	100271069	RPS17P7	ribosomal protein S17 pseudogene 7	2	+	121309995	121310415
1	286568	RPL41P6	ribosomal protein L41 pseudogene 6	Y	+	25307659	25308201
2	692092	SNORD32B	small nucleolar RNA, C/D box 32B	6	+	29582251	29582327
26	8685	MARCO	macrophage receptor with collagenous structure	2	+	118942165	118994663
38	1159	CKMT1B	creatine kinase, mitochondrial 1B	15	+	43592861	43599405
9	25895	METTL21B	methyltransferase like 21B	12	+	57772599	57782540
15	64420	SUSD1	sushi domain containing 1	9	-	112040780	112175519
1	441873	PRAMEF25	PRAME family member 25	1	+	13073677	13078037
32	6425	SFRP5	secreted frizzled-related protein 5	10	-	97766750	97771998
12	56131	PCDHB4	protocadherin beta 4	5	+	141121749	141125622
2	102466816	MIR7159	microRNA 7159	6	+	33899134	33899199
1	100130265	ARL2BPP4	ADP-ribosylation factor-like 2 binding protein pseudogene 4	5	+	130529400	130530092
24	1446	CSN1S1	casein alpha s1	4	+	69931061	69946569
136	51311	TLR8	toll-like receptor 8	X	+	12906619	12923168
5	63899	NSUN3	NOP2/Sun domain family, member 3	3	+	94063010	94127739
176	1558	CYP2C8	cytochrome P450, family 2, subfamily C, polypeptide 8	10	-	95036771	95069497
2	100500913	MIR3714	microRNA 3714	3	+	16933195	16933259
2	440034	DKFZp686K1684	-	11	+	31816565	31887040
1	149950	LOC149950	-	20	+	32587478	32608892
66	11214	AKAP13	A kinase (PRKA) anchor protein 13	15	+	85380615	85749357
7	25850	ZNF345	zinc finger protein 345	19	+	36850357	36893217
10	7576	ZNF28	zinc finger protein 28	19	-	52797407	52821677
39	2804	GOLGB1	golgin B1	3	-	121663198	121750810
66	5211	PFKL	phosphofructokinase, liver	21	+	44300033	44327380
4	118472	ZNF511	zinc finger protein 511	10	+	133308888	133313161
27	6328	SCN3A	sodium channel, voltage-gated, type III, alpha subunit	2	-	165087519	165204087
1	28372	IGHVII-28-1	immunoglobulin heavy variable (II)-28-1 (pseudogene)	14	-	106329431	106329685
3	469	ATF4P1	activating transcription factor 4 pseudogene 1	X	-	154622339	154623779
42	6491	STIL	SCL/TAL1 interrupting locus	1	-	47250138	47314780
1	100189486	TRG-CCC4-1	transfer RNA-Gly (CCC) 4-1	1	-	16547664	16547736
6	79906	MORN1	MORN repeat containing 1	1	-	2321252	2391750
2	102465490	MIR6816	microRNA 6816	22	-	20114685	20114750
20	5101	PCDH9	protocadherin 9	13	-	66302833	67230335
18	84461	NEURL4	neuralized E3 ubiquitin protein ligase 4	17	-	7315631	7329318
32	23429	RYBP	RING1 and YY1 binding protein	3	-	72374592	72446622
2	102465944	MIR6072	microRNA 6072	10	-	2076018	2076088
2	28881	IGKV2D-30	immunoglobulin kappa variable 2D-30	2	+	89936893	89937678
37	6164	RPL34	ribosomal protein L34	4	+	108620565	108630483
26	51274	KLF3	Kruppel-like factor 3 (basic)	4	+	38664168	38701507
138	10630	PDPN	podoplanin	1	+	13583756	13617956
18	56704	JPH1	junctophilin 1	8	-	74234699	74321499
39	9785	DHX38	DEAH (Asp-Glu-Ala-His) box polypeptide 38	16	+	72093664	72112911
1	7209	TRNAL47P	-	6	+	28478572	28478653
126	2010	EMD	emerin	X	+	154379236	154381522
49	9456	HOMER1	homer homolog 1 (Drosophila)	5	-	79373823	79513835
25	54469	ZFAND6	zinc finger, AN1-type domain 6	15	+	80059567	80138392
21	26127	FGFR1OP2	FGFR1 oncogene partner 2	12	+	26938371	26966647
31	6370	CCL25	chemokine (C-C motif) ligand 25	19	+	8052339	8062662
40	9104	RGN	regucalcin	X	+	47078354	47093313
22	4885	NPTX2	neuronal pentraxin II	7	+	98617284	98629868
1	653071	LOC653071	-	-	-	65246	68988
9	93594	TBC1D31	TBC1 domain family, member 31	8	+	123072679	123165172
27	57128	LYRM4	LYR motif containing 4	6	-	5031752	5260949
1	484	ATP1B3P1	ATPase, Na+/K+ transporting, beta 3 pseudogene	2	-	60734389	60735926
4	100499466	LINC00674	long intergenic non-protein coding RNA 674	17	+	68101554	68135928
14	57546	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	16	+	66880456	66891100
1	100129004	RPL3P10	ribosomal protein L3 pseudogene 10	8	-	39157481	39158718
37	7855	FZD5	frizzled class receptor 5	2	-	207762585	207769418
20	51076	CUTC	cutC copper transporter	10	+	99732200	99756136
19	8346	HIST1H2BI	histone cluster 1, H2bi	6	+	26272975	26273411
1	390271	OR8B3	olfactory receptor, family 8, subfamily B, member 3	11	-	124396409	124399521
68	7335	UBE2V1	ubiquitin-conjugating enzyme E2 variant 1	20	-	50081123	50115958
1	28682	TRAV8-4	T cell receptor alpha variable 8-4	14	+	21894560	21895029
37	10125	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	15	-	38488100	38564805
19	24146	CLDN15	claudin 15	7	-	101232091	101238819
2	339845	ASS1P7	argininosuccinate synthetase 1 pseudogene 7	3	-	177296922	177298487
2	346470	MRPL42P4	mitochondrial ribosomal protein L42 pseudogene 4	7	-	47026121	47026471
12	150275	CCDC117	coiled-coil domain containing 117	22	+	28772673	28789300
1	503645	DPRXP4	divergent-paired related homeobox pseudogene 4	17	+	30975334	30976003
1	100271108	RPS26P18	ribosomal protein S26 pseudogene 18	2	-	15397368	15397807
3	28949	IGKJ2	immunoglobulin kappa joining 2	2	-	88861524	88861562
1	101930745	SERPINE4P	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 4 pseudogene	15	+	27340525	27341241
2	100500821	MIR3910-1	microRNA 3910-1	9	+	91636250	91636360
14	83604	TMEM47	transmembrane protein 47	X	-	34627063	34657287
1	132386	LOC132386	-	4	+	181522659	181523420
50	50	ACO2	aconitase 2, mitochondrial	22	+	41469124	41528988
8	9724	UTP14C	UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast)	13	+	52024690	52033599
20	197259	MLKL	mixed lineage kinase domain-like	16	-	74671854	74701147
2	390054	OR52A5	olfactory receptor, family 52, subfamily A, member 5	11	-	5131691	5132641
28	23057	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	1	-	183248236	183418498
4	693178	MIR593	microRNA 593	7	+	128081860	128081959
19	23780	APOL2	apolipoprotein L, 2	22	-	36226208	36239953
2	100124541	SNORA11D	small nucleolar RNA, H/ACA box 11D	X	+	52190621	52190747
2	386688	OFD1P4Y	OFD1 pseudogene 4, Y-linked	Y	-	18453049	18469258
57	10746	MAP3K2	mitogen-activated protein kinase kinase kinase 2	2	-	127298668	127343228
2	100616242	MIR4673	microRNA 4673	9	-	136519567	136519625
2	28523	TRDD3	T cell receptor delta diversity 3	14	+	22449112	22449124
1111	4137	MAPT	microtubule-associated protein tau	17	+	45894381	46028333
3	414764	HCG23	HLA complex group 23 (non-protein coding)	6	+	32390509	32393690
39	406900	MIR106B	microRNA 106b	7	-	100093992	100094073
23	23093	TTLL5	tubulin tyrosine ligase-like family, member 5	14	+	75661207	75955081
16	2987	GUK1	guanylate kinase 1	1	+	228139642	228148954
24	5042	PABPC3	poly(A) binding protein, cytoplasmic 3	13	+	25096137	25098566
1	5488	PPIAP16	peptidylprolyl isomerase A (cyclophilin A) pseudogene 16	3	+	57941775	57942513
1	644838	LOC644838	-	2	-	67123356	67215318
21	1473	CST5	cystatin D	20	-	23875934	23879742
31	3229	HOXC13	homeobox C13	12	+	53938791	53946543
25	89781	HPS4	Hermansky-Pudlak syndrome 4	22	-	26443612	26483862
43	9902	MRC2	mannose receptor, C type 2	17	+	62626514	62693600
10	574434	MIR410	microRNA 410	14	+	101065911	101065990
41	79158	GNPTAB	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	12	-	101745496	101830866
1	100189525	NMTRS-TGA2-1	nuclear-encoded mitochondrial transfer RNA-Ser (TGA) 2-1	2	+	131382568	131382637
36	29761	USP25	ubiquitin specific peptidase 25	21	+	15729946	15880071
41	51750	RTEL1	regulator of telomere elongation helicase 1	20	+	63657809	63696252
21	25894	PLEKHG4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4	16	+	67277819	67289499
5	55857	KIZ	kizuna centrosomal protein	20	+	21125982	21246621
5	79745	CLIP4	CAP-GLY domain containing linker protein family, member 4	2	+	29097675	29183812
81	26353	HSPB8	heat shock 22kDa protein 8	12	+	119178789	119194745
56	8481	OFD1	oral-facial-digital syndrome 1	X	+	13715422	13771401
29	275	AMT	aminomethyltransferase	3	-	49416777	49422677
15	118430	MUCL1	mucin-like 1	12	+	54830356	54858392
9	81789	TIGD6	tigger transposable element derived 6	5	-	149993122	150001166
27	4833	NME4	NME/NM23 nucleoside diphosphate kinase 4	16	+	396754	400753
1	390993	RPL7AP18	ribosomal protein L7a pseudogene 18	1	-	8057180	8058486
43	27338	UBE2S	ubiquitin-conjugating enzyme E2S	19	-	55401281	55408145
3	128367	OR10X1	olfactory receptor, family 10, subfamily X, member 1	1	-	158578918	158579898
76	4905	NSF	N-ethylmaleimide-sensitive factor	17	+	46590668	46757463
47	55612	FERMT1	fermitin family member 1	20	-	6074844	6123543
1	101928896	LOC101928896	-	11	+	78533175	78558564
97	6045	RNF2	ring finger protein 2	1	+	185045418	185102607
7	253152	EPHX4	epoxide hydrolase 4	1	+	92029975	92063535
4	283673	EWSAT1	Ewing sarcoma associated transcript 1	15	+	69080849	69095823
21	55435	AP1AR	adaptor-related protein complex 1 associated regulatory protein	4	+	112231736	112272714
3	254272	TBC1D28	TBC1 domain family, member 28	17	-	18634433	18644432
2	102466986	MIR6866	microRNA 6866	17	+	40161932	40162000
31	206358	SLC36A1	solute carrier family 36 (proton/amino acid symporter), member 1	5	+	151411343	151561960
1	646249	PCED1CP	PC-esterase domain containing 1C, pseudogene	2	+	212832160	212832924
1	102723888	LOC102723888	-	4	-	186416043	186487636
25	2615	LRRC32	leucine rich repeat containing 32	11	-	76657523	76670945
16	23383	MAU2	MAU2 sister chromatid cohesion factor	19	+	19320816	19358753
3	613227	HIGD1C	HIG1 hypoxia inducible domain family, member 1C	12	+	50936222	50972570
19	154091	SLC2A12	solute carrier family 2 (facilitated glucose transporter), member 12	6	-	133987580	134052667
55	1363	CPE	carboxypeptidase E	4	+	165378944	165498329
2	2231	FDX1P1	ferredoxin 1 pseudogene 1	20	-	34473310	34476489
5	139324	HDX	highly divergent homeobox	X	-	84317873	84502583
19	84549	MAK16	MAK16 homolog (S. cerevisiae)	8	+	33485166	33501259
64	6510	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	19	-	46759697	46788648
23	64785	GINS3	GINS complex subunit 3 (Psf3 homolog)	16	+	58392393	58406143
4	79943	ZNF696	zinc finger protein 696	8	+	143291388	143299951
4	199964	TMEM61	transmembrane protein 61	1	+	54980594	54992292
2	389458	RBAKDN	RBAK downstream neighbor (non-protein coding)	7	+	5072059	5073222
2	100507118	PRC1-AS1	PRC1 antisense RNA 1	15	+	90966368	90988623
9	201475	RAB12	RAB12, member RAS oncogene family	18	+	8609444	8639382
32	9896	FIG4	FIG4 phosphoinositide 5-phosphatase	6	+	109691220	109825430
3	100507034	PITRM1-AS1	PITRM1 antisense RNA 1	10	+	3141600	3148628
5	643866	CBLN3	cerebellin 3 precursor	14	-	24426531	24429524
6	219293	ATAD3C	ATPase family, AAA domain containing 3C	1	+	1441300	1470157
1	101927018	LOC101927018	-	17	+	28926274	28944748
4	80741	LY6G5C	lymphocyte antigen 6 complex, locus G5C	6	-	31676683	31680372
36	10152	ABI2	abl-interactor 2	2	+	203327873	203432172
39	25885	POLR1A	polymerase (RNA) I polypeptide A, 194kDa	2	-	86025167	86106154
